Age,EdLevel,Employment,WorkExp,YearsCode,DevType,ICorPM,RemoteWork,Industry,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,annual_salary_usd,income_tier,orgsize_log
21.0,4.0,0,1.0,6.0,"Developer, back-end",0.0,In-person,Software Development,2.0,7.0,7556.0,1.0,8.006200887093147
29.5,1.0,1,8.0,18.0,Other (please specify):,,,Media & Advertising Services,5.0,,197225.0,3.0,
39.5,4.0,0,12.0,20.0,"Developer, back-end",0.0,Remote,Software Development,4.0,3.0,118754.0,3.0,4.085976312551584
59.5,4.0,0,37.0,41.0,"Developer, front-end",0.0,Remote,Other:,,,150000.0,3.0,9.903487552536127
49.5,2.0,0,24.0,33.0,"Developer, full-stack",0.0,Remote,Higher Education,7.0,3.0,163000.0,3.0,9.903487552536127
29.5,5.0,0,6.0,12.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)","Transportation, or Supply Chain",6.0,7.0,80050.0,3.0,5.702114417555504
29.5,5.0,0,5.0,11.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Fintech,8.0,4.0,102106.0,3.0,9.903487552536127
49.5,4.0,0,35.0,45.0,Engineering manager,,,Banking/Financial Services,9.0,8.0,748778.0,3.0,8.006200887093147
39.5,5.0,0,14.0,16.0,DevOps engineer or professional,0.0,"Hybrid (some in-person, leans heavy to flexibility)",Higher Education,11.0,5.0,69609.0,3.0,4.085976312551584
29.5,5.0,0,6.0,13.0,"Developer, mobile",0.0,In-person,Fintech,3.0,1.0,96554.0,3.0,9.903487552536127
21.0,4.0,0,,13.0,"Developer, back-end",0.0,Remote,Software Development,13.0,1.0,27306.0,2.0,4.085976312551584
49.5,6.0,0,20.0,20.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,1.0,2.0,102142.0,3.0,2.302585092994046
29.5,5.0,0,10.0,15.0,"Developer, desktop or enterprise applications",0.0,Remote,Software Development,5.0,3.0,94933.0,2.0,5.702114417555504
39.5,5.0,0,15.0,20.0,"Developer, embedded applications or devices",0.0,Remote,Other:,5.0,,250000.0,3.0,5.702114417555504
39.5,6.0,0,22.0,25.0,Engineering manager,1.0,"Hybrid (some remote, leans heavy to in-person)",Healthcare,9.0,1.0,234000.0,3.0,8.922591630635415
21.0,4.0,0,4.0,8.0,System administrator,0.0,In-person,Retail and Consumer Services,8.0,,32748.0,3.0,2.302585092994046
39.5,4.0,0,13.0,22.0,"Developer, full-stack",0.0,In-person,Retail and Consumer Services,5.0,2.0,83200.0,3.0,4.085976312551584
49.5,5.0,0,30.0,40.0,"Developer, mobile",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Fintech,2.0,,147033.0,3.0,5.702114417555504
39.5,2.0,0,20.0,28.0,"Architect, software or solutions",1.0,Remote,Software Development,10.0,2.0,150000.0,3.0,5.702114417555504
49.5,,1,15.0,8.0,"Developer, full-stack",0.0,Remote,Software Development,,,4000.0,2.0,0.0
29.5,2.0,0,12.0,15.0,"Developer, back-end",0.0,Remote,Software Development,6.0,,350000.0,3.0,9.903487552536127
59.5,2.0,1,25.0,35.0,DevOps engineer or professional,,,Government,9.0,4.0,162523.0,3.0,
39.5,5.0,0,15.0,35.0,"Developer, back-end",0.0,"Hybrid (some remote, leans heavy to in-person)","Internet, Telecomm or Information Services",7.0,3.0,91013.0,3.0,5.702114417555504
29.5,4.0,0,4.0,7.0,"Developer, full-stack",0.0,In-person,Retail and Consumer Services,5.0,3.0,13949.0,2.0,9.903487552536127
39.5,5.0,1,19.0,19.0,"Developer, AI apps or physical AI",1.0,Remote,Software Development,15.0,6.0,116015.0,2.0,4.085976312551584
39.5,3.0,0,5.0,9.0,"Developer, full-stack",0.0,Remote,"Transportation, or Supply Chain",7.0,4.0,95000.0,3.0,8.006200887093147
49.5,4.0,1,18.0,18.0,"Developer, back-end",,,Software Development,5.0,4.0,50000.0,2.0,
29.5,4.0,1,4.0,5.0,"Developer, full-stack",0.0,Remote,Software Development,7.0,2.0,87011.0,3.0,0.0
29.5,4.0,0,8.0,10.0,"Developer, full-stack",0.0,Remote,"Internet, Telecomm or Information Services",5.0,3.0,180000.0,3.0,5.702114417555504
29.5,4.0,0,13.0,15.0,"Developer, mobile",0.0,Remote,Other:,1.0,,129000.0,3.0,4.085976312551584
49.5,4.0,1,27.0,40.0,"Senior executive (C-suite, VP, etc.)",,,Higher Education,6.0,3.0,62000.0,3.0,
39.5,4.0,0,22.0,24.0,"Developer, full-stack",0.0,Remote,Healthcare,4.0,3.0,163000.0,3.0,9.903487552536127
29.5,2.0,1,7.0,8.0,"Developer, mobile",,,"Transportation, or Supply Chain",9.0,,142698.0,3.0,
49.5,4.0,0,24.0,30.0,"Developer, full-stack",1.0,In-person,Software Development,8.0,1.0,88492.0,3.0,4.085976312551584
39.5,5.0,0,15.0,15.0,"Developer, full-stack",1.0,"Hybrid (some in-person, leans heavy to flexibility)",Government,6.0,1.0,21844.0,2.0,8.006200887093147
39.5,4.0,0,15.0,20.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,6.0,3.0,71510.0,3.0,2.302585092994046
29.5,4.0,0,10.0,15.0,AI/ML engineer,0.0,Remote,Healthcare,2.0,2.0,250000.0,3.0,5.702114417555504
29.5,,0,10.0,15.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,10.0,2.0,63059.0,3.0,2.302585092994046
49.5,5.0,0,20.0,23.0,Engineering manager,1.0,Remote,Software Development,6.0,8.0,150818.0,3.0,8.006200887093147
29.5,4.0,0,10.0,13.0,"Developer, back-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,8.0,4.0,210000.0,3.0,8.006200887093147
39.5,6.0,0,15.0,18.0,Academic researcher,0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,18.0,14.0,235000.0,3.0,9.903487552536127
29.5,3.0,0,8.0,10.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,3.0,,80000.0,3.0,4.085976312551584
49.5,6.0,0,20.0,30.0,"Senior executive (C-suite, VP, etc.)",1.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,7.0,4.0,89183.0,3.0,4.085976312551584
21.0,4.0,0,1.0,7.0,"Developer, desktop or enterprise applications",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,9.0,4.0,81000.0,3.0,8.922591630635415
21.0,4.0,0,4.0,8.0,"Developer, full-stack",0.0,Remote,Manufacturing,7.0,5.0,10901.0,2.0,4.085976312551584
39.5,1.0,1,25.0,30.0,"Developer, back-end",,,Software Development,6.0,4.0,81210.0,3.0,
39.5,4.0,0,14.0,31.0,Engineering manager,1.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,9.0,4.0,147071.0,3.0,9.903487552536127
49.5,4.0,0,25.0,26.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,8.0,2.0,162523.0,3.0,8.006200887093147
29.5,5.0,0,11.0,17.0,"Architect, software or solutions",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,5.0,8.0,232029.0,3.0,4.085976312551584
29.5,4.0,0,10.0,16.0,Other (please specify):,1.0,"Hybrid (some in-person, leans heavy to flexibility)",Energy,5.0,2.0,72815.0,2.0,5.702114417555504
59.5,5.0,0,34.0,45.0,"Developer, full-stack",0.0,Remote,Government,8.0,2.0,187500.0,3.0,9.903487552536127
49.5,4.0,0,20.0,25.0,"Developer, desktop or enterprise applications",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,5.0,2.0,50829.0,,9.903487552536127
49.5,,0,28.0,39.0,AI/ML engineer,0.0,Remote,Software Development,8.0,5.0,96377.0,3.0,5.702114417555504
39.5,4.0,1,8.0,9.0,"Developer, mobile",,,Other:,2.0,2.0,250000.0,3.0,
39.5,5.0,1,3.0,4.0,"Developer, front-end",,,Software Development,1.0,1.0,14322.0,2.0,
39.5,6.0,1,15.0,30.0,"Developer, full-stack",,,Software Development,7.0,10.0,116015.0,3.0,
39.5,5.0,0,18.0,15.0,"Developer, QA or test",0.0,Remote,Software Development,9.0,5.0,200000.0,3.0,6.619406317542652
39.5,4.0,0,17.0,20.0,"Developer, embedded applications or devices",0.0,"Hybrid (some remote, leans heavy to in-person)",Manufacturing,6.0,,161191.0,3.0,9.903487552536127
29.5,4.0,0,15.0,16.0,"Developer, back-end",0.0,"Hybrid (some remote, leans heavy to in-person)",,12.0,3.0,174000.0,3.0,9.903487552536127
29.5,3.0,1,7.0,11.0,"Developer, full-stack",,,Government,7.0,1.0,104330.0,3.0,
29.5,4.0,0,12.0,15.0,"Developer, back-end",0.0,Remote,"Internet, Telecomm or Information Services",5.0,4.0,145144.0,3.0,9.903487552536127
59.5,5.0,0,40.0,40.0,"Developer, desktop or enterprise applications",0.0,In-person,Software Development,9.0,5.0,160000.0,3.0,8.006200887093147
39.5,4.0,0,10.0,12.0,"Developer, full-stack",0.0,Remote,Other:,5.0,3.0,225000.0,3.0,6.619406317542652
39.5,5.0,0,16.0,17.0,AI/ML engineer,0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,4.0,1.0,131325.0,3.0,4.085976312551584
29.5,4.0,0,9.0,13.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,7.0,4.0,66259.0,3.0,4.085976312551584
77.5,4.0,0,40.0,43.0,"Developer, back-end",0.0,"Hybrid (some remote, leans heavy to in-person)",Banking/Financial Services,6.0,3.0,140000.0,3.0,5.702114417555504
29.5,5.0,0,10.0,15.0,"Developer, full-stack",0.0,Remote,Software Development,7.0,4.0,6974.0,1.0,4.085976312551584
29.5,5.0,0,17.0,18.0,Cybersecurity or InfoSec professional,0.0,Remote,Software Development,10.0,6.0,285000.0,3.0,2.302585092994046
39.5,4.0,1,14.0,23.0,"Developer, full-stack",,,"Internet, Telecomm or Information Services",10.0,5.0,58508.0,3.0,
49.5,2.0,0,28.0,38.0,"Developer, full-stack",0.0,Remote,Government,9.0,2.0,74761.0,3.0,6.619406317542652
49.5,4.0,0,25.0,16.0,DevOps engineer or professional,0.0,Remote,Government,6.0,2.0,75877.0,3.0,9.903487552536127
49.5,2.0,0,26.0,30.0,"Architect, software or solutions",0.0,Remote,Healthcare,12.0,3.0,157000.0,3.0,8.006200887093147
39.5,2.0,0,19.0,5.0,"Developer, full-stack",0.0,Remote,Software Development,6.0,,108000.0,3.0,5.702114417555504
29.5,4.0,0,6.0,9.0,DevOps engineer or professional,0.0,"Hybrid (some in-person, leans heavy to flexibility)",Energy,7.0,3.0,185000.0,3.0,8.922591630635415
39.5,5.0,0,8.0,14.0,AI/ML engineer,0.0,"Hybrid (some in-person, leans heavy to flexibility)",Fintech,12.0,13.0,84568.0,2.0,9.903487552536127
29.5,5.0,0,8.0,12.0,Cybersecurity or InfoSec professional,0.0,Remote,Software Development,3.0,1.0,200000.0,3.0,5.702114417555504
39.5,2.0,0,12.0,23.0,"Developer, back-end",0.0,Remote,Software Development,8.0,4.0,91013.0,3.0,4.085976312551584
39.5,4.0,0,13.0,19.0,"Developer, full-stack",0.0,Remote,Higher Education,7.0,5.0,92000.0,3.0,4.085976312551584
49.5,5.0,0,22.0,35.0,"Developer, back-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,16.0,9.0,185989.0,3.0,8.006200887093147
29.5,4.0,0,4.0,4.0,"Developer, back-end",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,5.0,8.0,27109.0,,8.922591630635415
39.5,5.0,0,8.0,12.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,4.0,1.0,70440.0,3.0,5.702114417555504
39.5,4.0,0,9.0,10.0,"Developer, back-end",0.0,Remote,Software Development,5.0,2.0,101000.0,3.0,4.085976312551584
59.5,4.0,0,40.0,30.0,Engineering manager,1.0,"Hybrid (some remote, leans heavy to in-person)",Fintech,6.0,1.0,104015.0,3.0,8.006200887093147
29.5,4.0,0,12.0,12.0,"Developer, back-end",0.0,Remote,Software Development,5.0,5.0,260000.0,3.0,5.702114417555504
29.5,5.0,0,10.0,15.0,"Developer, full-stack",0.0,Remote,Software Development,3.0,3.0,1011.0,2.0,4.085976312551584
49.5,4.0,0,30.0,40.0,"Developer, front-end",0.0,Remote,Media & Advertising Services,3.0,,80000.0,3.0,5.702114417555504
29.5,1.0,0,3.0,4.0,"Developer, back-end",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,4.0,4.0,35104.0,3.0,5.702114417555504
39.5,1.0,0,19.0,20.0,"Developer, back-end",0.0,Remote,Energy,,,176984.0,3.0,4.085976312551584
49.5,5.0,0,26.0,30.0,"Architect, software or solutions",0.0,Remote,Software Development,14.0,6.0,260000.0,3.0,9.903487552536127
49.5,5.0,1,25.0,27.0,"Developer, back-end",,,Software Development,3.0,2.0,197225.0,3.0,
39.5,4.0,0,10.0,12.0,"Architect, software or solutions",0.0,Remote,Software Development,3.0,1.0,52903.0,1.0,4.085976312551584
29.5,4.0,0,5.0,9.0,"Developer, full-stack",0.0,Remote,Software Development,8.0,2.0,37867.0,2.0,6.619406317542652
39.5,5.0,0,21.0,20.0,"Developer, back-end",0.0,"Hybrid (some remote, leans heavy to in-person)",Retail and Consumer Services,2.0,2.0,136149.0,3.0,8.006200887093147
49.5,5.0,0,25.0,30.0,AI/ML engineer,1.0,Remote,Fintech,4.0,11.0,300000.0,3.0,9.903487552536127
39.5,2.0,0,15.0,15.0,DevOps engineer or professional,0.0,"Hybrid (some in-person, leans heavy to flexibility)","Internet, Telecomm or Information Services",10.0,9.0,400000.0,3.0,8.922591630635415
29.5,2.0,0,17.0,15.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Insurance,9.0,3.0,63808.0,3.0,6.619406317542652
39.5,4.0,0,20.0,33.0,"Developer, back-end",0.0,Remote,Fintech,8.0,6.0,129334.0,3.0,5.702114417555504
29.5,5.0,0,2.0,4.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,6.0,3.0,200356.0,3.0,4.085976312551584
39.5,2.0,0,15.0,25.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,6.0,4.0,86163.0,3.0,6.619406317542652
39.5,5.0,0,10.0,15.0,"Developer, back-end",0.0,Remote,Software Development,6.0,2.0,72155.0,3.0,6.619406317542652
39.5,5.0,0,21.0,25.0,Cybersecurity or InfoSec professional,1.0,Remote,Healthcare,14.0,12.0,225000.0,3.0,9.903487552536127
29.5,2.0,0,10.0,20.0,"Developer, mobile",1.0,Remote,Software Development,,,4793.0,2.0,5.702114417555504
21.0,4.0,0,1.0,10.0,"Developer, full-stack",0.0,In-person,Software Development,10.0,6.0,45177.0,3.0,4.085976312551584
29.5,4.0,0,10.0,16.0,"Developer, full-stack",0.0,In-person,Software Development,,,49014.0,3.0,5.702114417555504
39.5,5.0,0,9.0,22.0,"Developer, QA or test",1.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,7.0,1.0,75410.0,3.0,4.085976312551584
49.5,5.0,1,20.0,25.0,"Architect, software or solutions",,,Software Development,4.0,5.0,160000.0,3.0,
39.5,3.0,0,19.0,30.0,Cloud infrastructure engineer,0.0,Remote,Software Development,5.0,8.0,183000.0,3.0,5.702114417555504
39.5,4.0,0,20.0,25.0,"Developer, back-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)","Internet, Telecomm or Information Services",9.0,10.0,81210.0,3.0,9.903487552536127
29.5,4.0,0,11.0,15.0,"Developer, game or graphics",0.0,In-person,Software Development,6.0,,43375.0,3.0,4.085976312551584
29.5,4.0,0,6.0,15.0,"Developer, AI apps or physical AI",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,10.0,4.0,100000.0,3.0,4.085976312551584
39.5,5.0,0,17.0,22.0,"Architect, software or solutions",0.0,Remote,Government,6.0,4.0,132264.0,3.0,6.619406317542652
21.0,4.0,0,5.0,14.0,"Developer, front-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,9.0,2.0,52658.0,3.0,2.302585092994046
29.5,4.0,0,9.0,12.0,"Developer, full-stack",0.0,Remote,Other:,5.0,2.0,37210.0,2.0,4.085976312551584
39.5,5.0,0,19.0,24.0,"Developer, embedded applications or devices",0.0,In-person,Manufacturing,3.0,,161191.0,3.0,4.085976312551584
39.5,5.0,0,11.0,15.0,"Developer, front-end",0.0,In-person,Fintech,7.0,3.0,96816.0,3.0,4.085976312551584
29.5,5.0,0,10.0,15.0,"Developer, full-stack",0.0,Remote,Software Development,8.0,3.0,167390.0,3.0,2.302585092994046
49.5,5.0,1,20.0,25.0,"Developer, full-stack",,,Software Development,4.0,3.0,34804.0,3.0,
29.5,5.0,0,2.0,6.0,"Developer, full-stack",0.0,In-person,Software Development,8.0,4.0,35965.0,3.0,4.085976312551584
49.5,5.0,0,26.0,33.0,Cloud infrastructure engineer,0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,11.0,1.0,138358.0,3.0,5.702114417555504
39.5,4.0,0,20.0,35.0,"Developer, mobile",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Media & Advertising Services,2.0,,58007.0,3.0,4.085976312551584
39.5,1.0,0,30.0,35.0,Cloud infrastructure engineer,0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Banking/Financial Services,11.0,7.0,95515.0,3.0,9.903487552536127
39.5,4.0,0,6.0,6.0,"Developer, back-end",0.0,Remote,Retail and Consumer Services,1.0,1.0,1380.0,2.0,8.006200887093147
39.5,4.0,0,20.0,24.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Energy,6.0,2.0,89751.0,3.0,6.619406317542652
21.0,4.0,0,5.0,7.0,"Developer, back-end",0.0,Remote,"Transportation, or Supply Chain",3.0,5.0,31635.0,2.0,6.619406317542652
49.5,2.0,1,20.0,20.0,"Founder, technology or otherwise",1.0,Remote,Retail and Consumer Services,10.0,6.0,271474.0,1.0,4.085976312551584
29.5,5.0,0,12.0,16.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)","Transportation, or Supply Chain",4.0,4.0,116015.0,3.0,8.006200887093147
29.5,4.0,1,10.0,13.0,"Developer, mobile",,,"Internet, Telecomm or Information Services",2.0,3.0,185000.0,3.0,
29.5,5.0,0,9.0,9.0,"Developer, AI apps or physical AI",0.0,In-person,Fintech,17.0,16.0,15000.0,1.0,
39.5,1.0,0,20.0,30.0,"Senior executive (C-suite, VP, etc.)",1.0,Remote,Software Development,8.0,3.0,182026.0,3.0,4.085976312551584
39.5,4.0,0,9.0,15.0,"Developer, back-end",0.0,Remote,"Internet, Telecomm or Information Services",9.0,4.0,139218.0,3.0,8.922591630635415
39.5,5.0,0,10.0,23.0,"Architect, software or solutions",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,8.0,4.0,84691.0,3.0,8.006200887093147
29.5,4.0,1,9.0,14.0,"Developer, mobile",,,Software Development,3.0,,45934.0,3.0,
29.5,4.0,0,7.0,11.0,"Developer, back-end",1.0,"Hybrid (some remote, leans heavy to in-person)",Banking/Financial Services,5.0,4.0,98612.0,3.0,4.085976312551584
21.0,2.0,0,5.0,12.0,"Developer, back-end",0.0,In-person,Computer Systems Design and Services,13.0,4.0,110000.0,3.0,9.903487552536127
39.5,4.0,0,15.0,17.0,"Developer, game or graphics",1.0,Remote,Software Development,7.0,1.0,1392.0,2.0,2.302585092994046
49.5,4.0,0,25.0,25.0,"Architect, software or solutions",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,4.0,2.0,60328.0,3.0,5.702114417555504
21.0,5.0,0,2.0,9.0,"Developer, back-end",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,3.0,6.0,75410.0,3.0,8.922591630635415
39.5,5.0,0,14.0,20.0,"Developer, desktop or enterprise applications",0.0,Remote,Software Development,3.0,1.0,55122.0,2.0,9.903487552536127
59.5,2.0,0,33.0,35.0,"Developer, full-stack",1.0,"Your choice (very flexible, you can come in when you want or just as needed)","Internet, Telecomm or Information Services",3.0,1.0,93886.0,3.0,9.903487552536127
49.5,4.0,0,23.0,26.0,"Developer, full-stack",0.0,In-person,Software Development,8.0,2.0,136392.0,3.0,4.085976312551584
29.5,1.0,1,10.0,17.0,"Developer, full-stack",0.0,Remote,Media & Advertising Services,7.0,2.0,8357.0,2.0,0.0
49.5,4.0,0,28.0,25.0,"Developer, full-stack",0.0,Remote,Software Development,4.0,3.0,74249.0,3.0,2.302585092994046
39.5,5.0,0,15.0,19.0,"Architect, software or solutions",0.0,Remote,Software Development,12.0,3.0,127616.0,3.0,4.085976312551584
21.0,4.0,0,6.0,7.0,"Developer, back-end",0.0,Remote,Software Development,5.0,7.0,29478.0,2.0,5.702114417555504
39.5,5.0,0,7.0,12.0,"Developer, front-end",0.0,Remote,Banking/Financial Services,5.0,,41765.0,2.0,8.006200887093147
39.5,2.0,0,20.0,25.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Healthcare,3.0,3.0,108913.0,3.0,9.903487552536127
29.5,5.0,0,4.0,10.0,Cloud infrastructure engineer,0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,5.0,6.0,34804.0,3.0,2.302585092994046
